Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
sudah tahun toyota bilang hidrogen adalah masa depan sampai sekarang hidrogen tetap bakal muncul masa depan sementara jutaan electric vehicle terjual setiap tahunnya,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,1.0,False
sumpah jadi melek banget w soal mobil listrik teryata lebih ramah lingkungan dr mobil bensin brapalagi soal cara nambang nikelnya,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
sy baru coba speda listrik bryg biasanya charger mggu sekali hnya buat kepasar sj brskrng umr sdh bln brkesehatan baterai sudah berkurang brskarng jdi hari skali brkarna blm mggu dh habis brdengan pemakain dn jarak sama,1,1_baterai_harga_mobil_tahun,"['baterai', 'harga', 'mobil', 'tahun', 'lebih', 'ganti', 'electric', 'vehicle', 'listrik', 'lagi']","['narasumber terlalu tendensius pro jepang dibilang rata tahun baterai listrik sudah harus ganti tapi dibilang jenis apakah lfp nmc dsb berapa km pemakaian dibahas berapa life cycle baterai dibilang kandungan lithium dalam baterai sampai kg untuk baterai lfp banyak dipakai saat kandungan lithium hanya berat baterai kg berarti hanya kg lithium dipakai listrik disebut merusak lingkungan tapi dibahas mengenai udara perkotaan jadi lebih bersih polusi asap sumber listrik hanya batubara tapi banyak bauran listrik terbarukan lebih hijau juga dibahas teknologi baterai bakal terus berkembang semakin efisien bersih dengan macam material hanya nickel amp lithium tapi teknologi hidrogen akan mentok terbatas oleh fisik tangki sangat besar juga resiko meledak membahayakan penumpang seakan kita mengendarai bom berjalan infrastruktur hidrogen terbatas hanya ditempat tertentu listrik mengisi daya rumah masing', 'kalau tahun kedepan harga mobil bekas turun mungkin bawah juta dengan catatan baterai masih baik jika baterai bermasalah harga baterai sudah sekitar jutan mungkin harga mobil tanpa baterai harga jutaan kalau harga baterai tahun mendatang masih atas juta jadi harga mobil tinggal jutaan tanpa baterai bahkan lebih kecil maka ambil harga mobil rupah anggal mau ambil mobil bekas tanpa baterai', 'ketawa dengerin narasumber punya info baru ataupun terbaru kalau lihat channelnya semua diomongkan disini semua disana artinya uda settingan pabriknya mari kita lihat per permasalahannya electric vehicle lebih polusi daripada ice betul tapi dalam hal produksi saja kalau dilihat pemakaian kendaraannya electric vehicle jauh lebih ramah lingkungan coba hitung total polusi ice battery electric vehicle dalam waktu tahun operasional masalah garansi baterai tahun diberi jaminan bahwa kapasitas baterai pasti gt tapi apakah artinya lepas masa garansi rusak harus diganti baterai hape kalian dipakai sampai berapa persen kesehatan baterai disini ditarik kesimpulannya sendiri lagipula kalau tahun turun pakai tahun turun hitung bodohan jadi masi dipakai jarak max ditawarkan toyota electric vehicle rilis tahun china adalah rebadge gac salah satu merk electric vehicle gac aion kenapa karena toyota mampu membuat baterai sendiri sebaik semurah pabrikan china jalan paling cepat rebadge nickel oh nickel selalu jadi kambing hitam baterai lfp nikel pakai nikel baterai nmc baterai lama dipakai oleh mobil hybrid toyota kabarnya sih begitu correct me if im wrong bahas masalah maintenance ice harus rutin ganti oli dkk electric vehicle cuma oli gardan masalah kaki electric vehicle lebih boros ban kenapa dibahas karena narasumber jualan pelumas mobil hybrid masi harus ganti oli ditambah harus rawat baterai lebih boncos hydrogen anak emas pabrikan jepang permasalahan h adalah produksi penyimpanannya untuk ekstrak h perlu listrik penyimpanannya lebih ribet karena suhu kalau mau ngomong ramah lingkungan penghematan energi untuk saat h bukan jawabannya ntah kalau tiba technological leap buat h lebih efektif lainkali coba cari narasumber pro battery electric vehicle pro ice biar lebih netral']",baterai - harga - mobil - tahun - lebih - ganti - electric - vehicle - listrik - lagi,0.8058964888201459,False
tanah diambil dapat cuma nikel apa garaquot bonus ngebuat mobil electric vehicle cina murah,4,4_china_jepang_cina_mobil,"['china', 'jepang', 'cina', 'mobil', 'electric', 'vehicle', 'akan', 'atau', 'hybrid', 'brand']","['kelemahan jepang adalah kelamaan untuk rampd berani investasi gilaan kaya china toyota misal buat prius mobil hybrid pelopor mobil mobil hybrid produksi massal tapi baru bener fokus produksi banyak mobil mobil hybrid tahun gap tahun lebih bahkan sudah buat mobil listrik rav electric vehicle tahun sedangkan mobil hidrogen pertama mirai tahun hampir tahun tapi perkembangan belom keliatan sampe sekarang semoga orang toyota atau orang penting mobil jepang baca komen bahwasanya anteng lagi kelamaan rampd mau investasi besar bukan cuma dimobil disektor manapun jepang sedang dalam baik saja memulai tapi sekarang tertinggal', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr']",china - jepang - cina - mobil - electric - vehicle - akan - atau - hybrid - brand,1.0,False
tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,1.0,True
tim mobil listrik sbg mobil hidrogen big no no,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,0.5775591561027925,False
toyota kemahalanmau mobil hybrid mau electric vehicle harganya masuk akalbrrusak lingkungan karena indonesia tempah tambangnya,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
trus bagaimana distrubusi pke kendaraan berat masih pke bahan bakar minyak angkut kapal feri masih pke bahan bakar minyak jg pembangkit listrik indonesia kenyataannya realnya kebanyakan masih pke batu bara jgn ngaku engineer cuman paham teori aje tong praktek langsung lapangan amp perbanyak pengalaman bukan hapalan malu sama kucing tuh wkwkwk,5,5_listrik_tambang_merusak_batubara,"['listrik', 'tambang', 'merusak', 'batubara', 'lingkungan', 'minyak', 'besar', 'kalian', 'alam', 'semakin']","['dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga', 'nah nih kurang difahami orang indonesia listrik kita masih mayoritas hasil genset doang artinya podo ae pake bahan bakar minyak juga bahkan lebih parah pake batubara balik lagi jaman kereta api belum lagi polusi tambang bahan utama baterai china jorjoran electric vehicle setelah masalah konsumsi litrik nggak sanggup lawan demand akhirnya malah mundur perlahan belum lagi rumor sekarang lagi konsorsium tengah mengembangkan bensin sintetik selain konsorsium mesin hidrogen komersil untuk sekarang mending pilih paling save buat diri sendiri dulu usah berlagak pahlawan berfikir menyelamatkan dunia cuma gara beli mobil', 'dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga']",listrik - tambang - merusak - batubara - lingkungan - minyak - besar - kalian - alam - semakin,0.825902641688058,False
bedain secara niche beda fitra amp mobi pecinta otomotif sedangkan koko berangkat seorang mekanikbrya jelas cara pandangnya bedabrdan harus paham dulu tesla keluar mobil listrik sejak pernah kritik soal mobil listriknyabrtapi lihat sekarang ketika tesla kalah pamor china ambil alih electric vehicle semua pada speak up tentang baterai sampaisampai afrika kebawa bawa porche sudah invest triliun buat proyek electric vehicle garagara serangan electric vehicle china semua dibatalin merugibrpadahal dunia otomotif semua produsen mobil harus bebas emisi langsung dibatalkan karena mampu bersaing dengan harga electric vehicle china brkalau percaya fitra eri amp mobi bayar harus pikirkan juga kalau gonjang ganjing masalah electric vehicle setelah china menguasai pasar propaganda elit,4,4_china_jepang_cina_mobil,"['china', 'jepang', 'cina', 'mobil', 'electric', 'vehicle', 'akan', 'atau', 'hybrid', 'brand']","['kelemahan jepang adalah kelamaan untuk rampd berani investasi gilaan kaya china toyota misal buat prius mobil hybrid pelopor mobil mobil hybrid produksi massal tapi baru bener fokus produksi banyak mobil mobil hybrid tahun gap tahun lebih bahkan sudah buat mobil listrik rav electric vehicle tahun sedangkan mobil hidrogen pertama mirai tahun hampir tahun tapi perkembangan belom keliatan sampe sekarang semoga orang toyota atau orang penting mobil jepang baca komen bahwasanya anteng lagi kelamaan rampd mau investasi besar bukan cuma dimobil disektor manapun jepang sedang dalam baik saja memulai tapi sekarang tertinggal', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr']",china - jepang - cina - mobil - electric - vehicle - akan - atau - hybrid - brand,0.758255826375822,False
yahgw punya sepeda listrik lagi apa berarti ikut memperburuk keadaan bumi,5,5_listrik_tambang_merusak_batubara,"['listrik', 'tambang', 'merusak', 'batubara', 'lingkungan', 'minyak', 'besar', 'kalian', 'alam', 'semakin']","['dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga', 'nah nih kurang difahami orang indonesia listrik kita masih mayoritas hasil genset doang artinya podo ae pake bahan bakar minyak juga bahkan lebih parah pake batubara balik lagi jaman kereta api belum lagi polusi tambang bahan utama baterai china jorjoran electric vehicle setelah masalah konsumsi litrik nggak sanggup lawan demand akhirnya malah mundur perlahan belum lagi rumor sekarang lagi konsorsium tengah mengembangkan bensin sintetik selain konsorsium mesin hidrogen komersil untuk sekarang mending pilih paling save buat diri sendiri dulu usah berlagak pahlawan berfikir menyelamatkan dunia cuma gara beli mobil', 'dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga']",listrik - tambang - merusak - batubara - lingkungan - minyak - besar - kalian - alam - semakin,1.0,False
dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga,5,5_listrik_tambang_merusak_batubara,"['listrik', 'tambang', 'merusak', 'batubara', 'lingkungan', 'minyak', 'besar', 'kalian', 'alam', 'semakin']","['dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga', 'nah nih kurang difahami orang indonesia listrik kita masih mayoritas hasil genset doang artinya podo ae pake bahan bakar minyak juga bahkan lebih parah pake batubara balik lagi jaman kereta api belum lagi polusi tambang bahan utama baterai china jorjoran electric vehicle setelah masalah konsumsi litrik nggak sanggup lawan demand akhirnya malah mundur perlahan belum lagi rumor sekarang lagi konsorsium tengah mengembangkan bensin sintetik selain konsorsium mesin hidrogen komersil untuk sekarang mending pilih paling save buat diri sendiri dulu usah berlagak pahlawan berfikir menyelamatkan dunia cuma gara beli mobil', 'dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga']",listrik - tambang - merusak - batubara - lingkungan - minyak - besar - kalian - alam - semakin,0.8030531376537553,True
paling workit bukan mobil listrik mobil bensin mobil hybrid hydrogen tapi mobil etanol wkwkwkwk mobil produk konoha,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,0.39751460675806644,False
pemikiran lagi sulit ambil mobil garansi buy back lah,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
beli brio bekas lebih baik,0,0_harga_brio_atto_honda,"['harga', 'brio', 'atto', 'honda', 'juta', 'lcgc', 'byd', 'suzuki', 'jt', 'beli']","['ngitungin atto vs lcgc brio atto dianggap laku pun pas dijual harga balik masih murah atto dibanding brio alias rugi', 'byd menghancurkan harga tapi menjaga harga sadar sih semakin tinggi harga semakin melemahkan mata uang avanza harga jutaan sekarang jadi jutaan masuk akal biarin lama jadi m rupiah kek harganya', 'harga kembali jangan dong fair mah setidaknya harganya kasih jt untuk servis perlu ingat untuk servis setelah rb harganya mahal anggap saja perhitungan tadi dikalikan jadi untuk penghematan dalam tahun pasti diatas jt daripada brio segi fitur juga kalah jauh perlu ingat harga lebih mahal kenyamanan berkendara dgn fiturnya juga harus sepadan dong masa atto air bag brio cuma yaallah masi banyak fitur sampah brio layaknya dijual jt untuk baru']",harga - brio - atto - honda - juta - lcgc - byd - suzuki - jt - beli,1.0,False
