date,authordisplayname,textdisplay,likecount,clean_textdisplay,label,confidence,status,Column 1,Column 2,Column 3,Column 4,sentiment,pred_topic,topic_name
2024-10-25 16:29:48+00:00,@buatperang,"Setelah pake, sekarang malah mau nambah mobil ev lagi. Cuma nunggu harga tahun depan, kayaknya bakal banyak model baru masuk, harga nya bisa turun lagi. Jadi ga niat beli ice lagi sih, yg sekarang ada 2 mobil bensin mau di pake sampai rusak.ðŸ˜‚",4.0,setelah pake sekarang malah mau nambah mobil electric vehicle lagi cuma nunggu harga tahun depan kayaknya bakal banyak model baru masuk harga nya bisa turun lagi jadi ga niat beli ice lagi sih yg sekarang ada mobil bensin mau di pake sampai rusak,Positif,0.96,ok,,,,,negative,0,0_mobil_beli_harga_ada
2024-10-25 15:39:56+00:00,@Baikalahsb,"Yaaa katakan lahh,  misalkan hitungan loss 30jt setahun,  tapi klo dikomparasi sma mobil bensin yg misalnya sehari abis bensin 300rb dikali 22 hari (kalender kerja)  dan dikali 12 bulan,  ya setahun 79 juta hanya habis buat bensin doang ya klo itu pake bensin murah,  klo bensinnya pertamax bisa lebih banyak habisnya, klo dibandingin sma misalnya pengalaman temen gw,  pake wuling airev buat bolak balik kerja pp tigaraksa - klp gading,  nge charge 3hari sekali dan sekali charge habis 85 - 100ribuan, dan  klo g pake ac berkendaranya ngechargenya bisa seminggu sekali,  anggap dia pakai 100rb skli charge, seminggu dua kali charge berarti 100rb kali 2 dan dikali 4 minggu sebulan dan dikali 12 bulan, total cuma 9,6 - 10 jt setahun,  Waow,  jd EV masih sangat2 worth it,  mustahi sekali pabrikan yg tim riset teknologi dan tim riset market kendaraan mau menggelontorkan dana bangun pabrik hanya untuk kalah sama asumsi2 ini ðŸ˜‚ðŸ˜‚ðŸ˜‚",2.0,yaa katakan lahh misalkan hitungan loss jt setahun tapi klo dikomparasi sma mobil bensin yg misalnya sehari abis bensin rb dikali hari kalender kerja dan dikali bulan ya setahun juta hanya habis buat bensin doang ya klo itu pake bensin murah klo bensinnya pertamax bisa lebih banyak habisnya klo dibandingin sma misalnya pengalaman temen gw pake wuling wuling airev buat bolak balik kerja pp tigaraksa klp gading nge mengisi daya hari sekali dan sekali mengisi daya habis ribuan dan klo g pake ac berkendaranya charging bisa seminggu sekali anggap dia pakai rb skli mengisi daya seminggu dua kali mengisi daya berarti rb kali dan dikali minggu sebulan dan dikali bulan total cuma jt setahun waow jd electric vehicle masih sangat worth it mustahi sekali pabrikan yg tim riset teknologi dan tim riset market kendaraan mau menggelontorkan dana bangun pabrik hanya untuk kalah sama asumsi ini,Positif,0.93,ok,,,,,negative,4,4_bensin_bakar_minyak_bahan
2024-10-26 01:58:52+00:00,@andreansyah88,batre BYD claimnya 1.2Jt kilometer bro<br>taksi BYD yg sudah 6 tahun rata2 sudah menempuh jarak 600-700rb km<br>batrenya baru turun 10%-15% an,5.0,baterai byd claimnya jt kilometer brobrtaksi byd yg sudah tahun rata sudah menempuh jarak rb kmbrbatrenya baru turun an,Positif,0.74,"sudah_review
positif",,,,,negative,1,1_baterai_harga_mobil_tahun
2024-10-25 23:56:28+00:00,@guz3108,Irrelevant. Produsen otomotif pemegang brand Saja sudah bikin statement . Honda by 2030 .all ev.15!tahun transisi . Adaptasi . bangun infrastruktur,0.0,irrelevant produsen otomotif pemegang brand saja sudah bikin statement honda by all evtahun transisi adaptasi bangun infrastruktur,Positif,0.72,"sudah_review
positif",,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-25 13:21:14+00:00,@Tiga-s3e,10 thn lagi mobil ICE sudah gak laku.,4.0,thn lagi mobil ice sudah gak laku,Positif,0.86,ok,,,,,negative,11,11_ice_electric_vehicle_mobil
2024-10-25 22:57:36+00:00,@bprayogo2000,Yg blm pake ev pst komenny begono haha. Kl ud coba baru nagih. Sana tes drive omoda e5,1.0,yg blm pake electric vehicle pst komenny begono haha kl ud coba baru nagih sana tes drive omoda e,Positif,0.86,ok,,,,,negative,3,3_electric_vehicle_air_listrik
2024-10-26 04:53:38+00:00,@wanzsleonheart3503,"EV batre garansi seumur hidup tangan pertama (kalo di jual garansi ga ngikut)<br>Target pasar EV adalah beli pake trus dan kalo u type orang yg jarang gonta ganti mobil, beli EV pilihan yg tepat<br><br>service murah, part jarang rusak<br>kenapa kalo rusak susah?<br>karena basicly mesin nya jarang rusak<br>ya kalo barang u jarang rusak otomatis sparepart nya dikit la<br><br>beberapa mobil ev yg rusak ya nasib<br>1 banding berpa mobil ev yg rusak?<br><br>yahh ga pernah minat juga beli EV second karena itu , tangan pertama dapet garansi batre seumur hidup<br>lha kalo ga minat second otomatis harga second jatoh<br><br>jd kalo mo beli ev pastikan u ga suka gonta ganti mobil,<br>kalo u ud punya mobil bensin, coba d 1 ev",0.0,electric vehicle baterai garansi seumur hidup tangan pertama kalo di jual garansi ga ngikutbrtarget pasar electric vehicle adalah beli pake trus dan kalo u type orang yg jarang gonta ganti mobil beli electric vehicle pilihan yg tepatbrbrservice murah part jarang rusakbrkenapa kalo rusak susahbrkarena basicly mesin nya jarang rusakbrya kalo barang u jarang rusak otomatis suku cadangnya dikit labrbrbeberapa mobil electric vehicle yg rusak ya nasibbr banding berpa mobil electric vehicle yg rusakbrbryahh ga pernah minat juga beli electric vehicle second karena itu tangan pertama dapet garansi baterai seumur hidupbrlha kalo ga minat second otomatis harga second jatohbrbrjd kalo mo beli electric vehicle pastikan u ga suka gonta ganti mobilbrkalo u ud punya mobil bensin coba d electric vehicle,Positif,0.86,ok,,,,,negative,1,1_baterai_harga_mobil_tahun
2024-10-26 10:23:46+00:00,@jh-66auto,"satu lg om, mobil ev wajib ke bengkel resmi kalo garansinya mau hidup. jd peluang untuk mobil ev ke bengkel non resmi itu kecil sekali",9.0,satu lg om mobil electric vehicle wajib ke bengkel resmi kalo garansinya mau hidup jd peluang untuk mobil electric vehicle ke bengkel non resmi itu kecil sekali,Netral,0.86,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-26 12:00:13+00:00,@hafitsurya288,@hendramadiansen3931 kudet,0.0,kudet,Netral,0.86,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-12-23 05:58:03+00:00,@andrydharmasto4045,Ya sama ketika transmisi matic sdh banyak yg pakai banyak yg gak tau maintenance nya,0.0,ya sama ketika transmisi matic sdh banyak yg pakai banyak yg gak tau maintenance nya,Netral,0.78,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-28 23:08:43+00:00,@faridasani5512,"Serius, ngetik nya pajang nya minta ampun yg gw baca kalimat terakhir nya doang ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0,serius ngetik nya pajang nya minta ampun yg gw baca kalimat terakhir nya doang,Netral,0.86,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-10-26 02:42:10+00:00,@pepaxz,Sukur. Belum saatnya,0.0,sukur belum saatnya,Netral,0.78,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-10-26 03:24:16+00:00,@theloanfintech,Sstt diam diam ðŸ¤£,0.0,sstt diam diam,Netral,0.86,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-10-26 00:20:04+00:00,@tomkenolshop6127,"Kalau untuk kesenangan, ngapain mikir buat jual turunðŸ¤£. Itu berlaku buat kaum mendang mending.",0.0,kalau untuk kesenangan ngapain mikir buat jual turun itu berlaku buat kaum mendang mending,Netral,0.62,"sudah_review
netral",,,,,negative,5,5_harga_juta_brio_kalau
2024-10-25 21:50:17+00:00,@user-js8ep5tb9r,Mobil EV listrik bukan satu2nya solusi absolut utk kurangi polusi &amp,,mobil electric vehicle listrik bukan satu2nya solusi absolut utk kurangi polusi,Netral,0.92,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-25 16:52:30+00:00,@Borneos,Mbl konvensional juga anjlok harga second nya,1.0,mobil konvensional juga anjlok harga second nya,Netral,0.84,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-26 16:28:12+00:00,@ferryharsono8308,"@visorview9651 maksudnya dipaksa gimana ya bang? Bensin subsidi aja masih dikasih. Kenapa dipaksa? Mau beli atau ga mau beli mah bebas. Cuma lu dikasih insentif bukan dipaksa. Bebas ganjil genap, bebas pajak kendaraan, bebas pajak progresif, diskon listri",1.0,maksudnya dipaksa gimana ya bang bensin bantuan pemerintah aja masih dikasih kenapa dipaksa mau beli atau ga mau beli mah bebas cuma lu dikasih insentif bukan dipaksa bebas ganjil genap bebas pajak kendaraan bebas pajak progresif diskon listrik rumah untuk electric vehicle sebesar persen jam tertentu kok dipaksa analoginya gimana dipaksa,Netral,0.86,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2024-10-26 00:34:06+00:00,@shandikurniawan6015,Musuhnya itu nox dan kemampuan metal mesin. Dikasih AFR bensin super lean di mesin Gasoline direct injection aja NOXnya langsung lompat tinggi dan suhu pembakaran jadi tinggi karena Bensin yg disemprot cuma sedikit sedangkan kita tahu jika fungsi bensin diruang bakar juga sebagai pendingin,1.0,musuhnya itu nox dan kemampuan metal mesin dikasih afr bensin super lean di mesin gasoline direct injection aja noxnya langsung lompat tinggi dan suhu pembakaran jadi tinggi karena bensin yg disemprot cuma sedikit sedangkan kita tahu jika fungsi bensin diruang bakar juga sebagai pendingin,Netral,0.86,ok,,,,,negative,4,4_bensin_bakar_minyak_bahan
2024-10-25 14:52:31+00:00,@b_kalawindu4981,"Lha iya,,, yg mikirin purna jual itu sebenernya kategori sultan,, misal 3th s.d 5th dah beli mobil baru lagi,,, lha kalo 10th aja belum tentu kuat beli lagi yg baru ngapain mikirin purna jualðŸ˜‚ðŸ˜‚ðŸ˜‚",0.0,lha iya yg mikirin purna jual itu sebenernya kategori sultan misal th sd th dah beli mobil baru lagi lha kalo th aja belum tentu kuat beli lagi yg baru ngapain mikirin purna jual,Netral,0.78,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-27 11:17:58+00:00,@ferryharsono8308,@imranchannel7335 terlalu dini anda bilang ev harga jual hancur secara secondary market ev belum terbentuk dan indonesia baru dibanjiri sama ev selama setahun dua tahun dengan merek dan ragam yang berbeda. Jangan anda pakai ioniq sebagai rekayasa secondar,0.0,terlalu dini anda bilang electric vehicle harga jual hancur secara secondary market electric vehicle belum terbentuk dan indonesia baru dibanjiri sama electric vehicle selama setahun dua tahun dengan merek dan ragam yang berbeda jangan anda pakai hyundai ioniq sebagai rekayasa secondary market electric vehicle populasinya aja belum ada mereka yang jual hyundai ioniq juga baru pemakai dua tahunan karena mau ganti ke pemain baru byd seal makanya harganya ga mungkin lewatin harga byd seal baru tunggulah tahun lagi baru anda judgement secondary market electric vehicle yang sudah kebentuk,Netral,0.86,ok,,,,,negative,0,0_mobil_beli_harga_ada
2024-10-25 13:35:55+00:00,@hadisoewoyo8739,bisa lihat berita dii norway yyg sudah  diatas 90 % ev dan ice jadi ga laku karena kebijakan nya begitu,0.0,bisa lihat berita dii norway yyg sudah diatas electric vehicle dan ice jadi ga laku karena kebijakan nya begitu,Netral,0.78,ok,,,,,negative,11,11_ice_electric_vehicle_mobil
2024-10-25 14:24:12+00:00,@iwanagustinusong3506,Kalo tajir ga masalah. Kalo kls menengah ya jgnlah. <br><br>Twrgantung yg mana posisi duit kita,3.0,kalo tajir ga masalah kalo kls menengah ya jgnlah brbrtwrgantung yg mana posisi duit kita,Netral,0.78,ok,,,,,negative,5,5_harga_juta_brio_kalau
2024-10-25 13:59:50+00:00,@henryyosua1710,"Itu strategi pricing untuk mengejar cost produksi, cost produksi 1000 mobil sama 10000 mobil pasti lebih murah 10000 mobil.<br>Yang jadi kendala, org china gk kyk indo, 3 tahun sekali ganti mobil ðŸ˜„<br>Itu yg menyebabkan over supply.",0.0,itu strategi pricing untuk mengejar cost produksi cost produksi mobil sama mobil pasti lebih murah mobilbryang jadi kendala org china gk kyk indo tahun sekali ganti mobil britu yg menyebabkan over supply,Netral,0.78,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2024-10-25 12:59:07+00:00,@SeaCereal,"Ya EV masi pada garansi lah, ngapain bawa ke Domo.",16.0,ya electric vehicle masi pada garansi lah ngapain bawa ke domo,Netral,0.78,ok,,,,,negative,3,3_electric_vehicle_air_listrik
2024-10-25 12:55:17+00:00,@gebibisono7855,Fanbase tiktok udah mengkritik ðŸ˜‚,0.0,fanbase tiktok udah mengkritik,Netral,0.86,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-11-01 11:36:58+00:00,@andriakbarrizal9684,"Sebenarnya gak usah diadu domba terus, dua duanya ada pasarnya sendiri, kalo udah mampu beli ev ya udah, duit duitnya sendiri kok, memang ya di indo ini mobil belum kebeli udah mikirin harga jualnya lagi wkwkwkw",0.0,sebenarnya gak usah diadu domba terus dua duanya ada pasarnya sendiri kalo udah mampu beli electric vehicle ya udah duit duitnya sendiri kok memang ya di indo ini mobil belum kebeli udah mikirin harga jualnya lagi wkwkwkw,Netral,0.86,ok,,,,,negative,0,0_mobil_beli_harga_ada
2024-10-28 15:31:51+00:00,@arfeehome,Silahkan di simak sampai habis untuk yg mendang mending,0.0,silahkan di simak sampai habis untuk yg mendang mending,Netral,0.93,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2024-10-27 07:02:38+00:00,@dennycucu5763,"<a href=""http://www.youtube.com/results?search_query=%23mendangmending"">#mendangmending</a> perawatan audi itu terjangkau ngak? Ko lunglung kan punya, cari sparepart nya susah ngak sih? Mendingan audi a4, a5 coupe, a6 tahun 2009-2012 itu udah tinggal 200-400 jutaan. Suka bermasalah ngak di mesin nya terutama yg 2.0L, 3.0L atau 3.2 v6?",0.0,a href perawatan audi itu terjangkau ngak ko lunglung kan punya cari suku cadangnya susah ngak sih mendingan audi a a coupe a tahun itu udah tinggal jutaan suka bermasalah ngak di mesin nya terutama yg l l atau v,Netral,0.86,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-02-21 10:37:52+00:00,@indonesiaraya26,"jangan ngarep ngecas di SPKLU, home charging aja",0.0,jangan ngarep charging di stasiun pengisian kendaraan listrik umum home charging aja,Negatif,0.93,ok,,,,,negative,12,12_charger_portable_wall_charging
2026-02-20 15:04:30+00:00,@teckteck2910,aku pertama nyoba air ev....ga enak,0.0,aku pertama nyoba air electric vehicle ga enak,Negatif,0.97,ok,,,,,negative,3,3_electric_vehicle_air_listrik
2026-02-21 03:09:56+00:00,@rifa.3307,​@hdnytbmobil bensin garansi cuma 3th😂😂😂,0.0,bensin garansi cuma th,Negatif,0.86,ok,,,,,negative,4,4_bensin_bakar_minyak_bahan
2026-04-03 04:32:28+00:00,@arrybathabbad3883,"&quot;lebih baik hindari mobil china, krn mobil china kurang presisi dalam hal gap.&quot;<br><br>penggiringan opini bgt, macem teknisi kampung yg terlalu lama di zona nyaman jejepangan. sering bgt nemuin oknum2 begini di kabupaten😂<br><br>saya melihara bbrp yg dari baru, baik mobil jepang, korea, maupun china. gap body ga bisa buat bandingan, kecuali produk luxurinya masing2 ya, ini ngomongin produk sejuta umatnya. <br><br>bahkan pernah nemuin di unit punya sendiri, produk jepang (si kembar) beli baru yg jangankan gap nggak presisi malah kaki2 depan yg nggak presisi (entah body atau kaki2nya) jadi roda depan kanan lebih maju dari depan kiri. udah spooring berkali masih sama, ngukurnya nggak detail pake penggaris lho, cma pake jumlah jari yg masuk, bisa beda 1,5 jari! 😅 ya emg ga ada kendala yg dirasain sebenernya tp aneh bgt ngeliatnya.<br><br>pernah jg unit sendiri produk baru china, ada beda gap kanan kiri tutup kap mesin, tapi bisa disetting dg nyesuaiin puteran karet tatakannya dan udah beres, bahkan jadi bisa keliatan rapet, lebih rapet dari umumnya kap mobil keluaran diler.<br><br>klo dinilai ya lebih fatal yg nggak presisi kaki2 depannya sih wkwkk",0.0,lebih baik hindari mobil china krn mobil china kurang presisi dalam hal penggiringan opini bgt macem teknisi kampung yg terlalu lama di zona nyaman bernuansa jepang sering bgt nemuin oknum begini di kabupaten saya melihara bbrp yg dari baru baik mobil jepang korea maupun china gap body ga bisa buat bandingan kecuali produk luxurinya masing ya ini ngomongin produk sejuta umatnya bahkan pernah nemuin di unit punya sendiri produk jepang si kembar beli baru yg jangankan gap nggak presisi malah kaki depan yg nggak presisi entah body atau kakinya jadi roda depan kanan lebih maju dari depan kiri udah spooring berkali masih sama ngukurnya nggak detail pake penggaris lho cma pake jumlah jari yg masuk bisa beda jari ya emg ga ada kendala yg dirasain sebenernya tp aneh bgt ngeliatnya pernah jg unit sendiri produk baru china ada beda gap kanan kiri tutup kap mesin tapi bisa disetting dg nyesuaiin puteran karet tatakannya dan udah beres bahkan jadi bisa keliatan rapet lebih rapet dari umumnya kap mobil keluaran dealer klo dinilai ya lebih fatal yg nggak presisi kaki depannya sih wkwkk,Negatif,0.91,ok,,,,,negative,7,7_jepang_china_cina_mobil
2026-04-02 13:36:57+00:00,@ferrymulano305,produk tesla aja yg harganya mahal ga sempurna tuhh apalagi produk china yg harganya murah..,0.0,produk tesla aja yg harganya mahal ga sempurna tuhh apalagi produk china yg harganya murah,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-03-30 08:46:57+00:00,@pundyyoga8935,"Cba dari dlu dengerin mantan mentri dahlan ikhsan udah merencanakan beberapa taun kedepan mobil listrik akan merajalela, eh malah ga di dukung, sekarang cma bisanya imoprt lagi import lagi mobil listrik",0.0,cba dari dlu dengerin mantan mentri dahlan ikhsan udah merencanakan beberapa taun kedepan mobil listrik akan merajalela eh malah ga di dukung sekarang cma bisanya imoprt lagi import lagi mobil listrik,Negatif,0.93,ok,,,,,negative,3,3_electric_vehicle_air_listrik
2026-03-28 13:55:12+00:00,@DurianLampung,"Kalo beli mobil cina, jangan banyak perotes...<br><br>Emang begitu say... TST aja...",0.0,kalo beli mobil cina jangan banyak perotes emang begitu say tst aja,Negatif,0.86,ok,,,,,negative,7,7_jepang_china_cina_mobil
2026-03-22 11:08:45+00:00,@lahaptv.75,"tetap enak bensin atau kalo ada duit beli  hybrid <br>Kalo electric full gini  ngeri tiba tiba mati mesin pada saat jalan , krn ada kejadian nya . Untung tidak di jalan tol atau jalan raya , tp di jalan relatif sepi . Ternyata accu  nya yg rusak .",0.0,tetap enak bensin atau kalo ada duit beli mobil hybrid brkalo electric full gini ngeri tiba tiba mati mesin pada saat jalan krn ada kejadian nya untung tidak di jalan tol atau jalan raya tp di jalan relatif sepi ternyata accu nya yg rusak,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-03-16 06:46:41+00:00,@MasKudus-h1d,ini mah nyinyir aja.,0.0,ini mah nyinyir aja,Negatif,0.86,ok,,,,,negative,2,2_brio_kuda_suzuki_aja
2026-03-15 22:00:01+00:00,@Smallframe1001,"Wkwkkw bener sih, calya, sigra, ayla, agya mbl ngeselin, krn rata2 drivernya itu pemula atau gk mobil taksi online, yg mana kl bawa mbl seenak jidat 🤣🤣",0.0,wkwkkw bener sih calya sigra ayla agya mobil ngeselin krn rata drivernya itu pemula atau gk mobil taksi online yg mana kl bawa mobil seenak jidat,Negatif,0.93,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-03-14 23:31:25+00:00,@thomasindra1622,&quot;Ini adalah kekurangan umum mobil china&quot; - ya elu cuma bahas dr sudut pandang byd atto tanpa ada nampilin benchmark yg lain. Gw yg awam dengernya ah review lu framing negatif doang,0.0,ini adalah kekurangan umum mobil china ya elu cuma bahas dr sudut pandang byd atto tanpa ada nampilin benchmark yg lain gw yg awam dengernya ah ulasan lu framing negatif doang,Negatif,0.93,ok,,,,,negative,7,7_jepang_china_cina_mobil
